Product,Overall Rating,Review
"REDMI Note 13 Pro+ 5G (Fusion Purple, 256 GB)  (8 GB RAM)",4.3,...gamers who play games for an hr or so.ConsCamera quality is fine.Dont expect anything wow.READ MORE
"REDMI Note 13 Pro+ 5G (Fusion Purple, 256 GB)  (8 GB RAM)",4.3,...Superb phone and camera quality. I like it.READ MORE
"REDMI Note 13 Pro+ 5G (Fusion Purple, 256 GB)  (8 GB RAM)",4.3,"...1. Camera Quality in Not 200MP, its poor than 48MP of Mi Note7Pro.READ MORE"
"REDMI Note 13 Pro+ 5G (Fusion Purple, 256 GB)  (8 GB RAM)",4.3,...Superb Phone and Amazing Camera quality.Thanks Flipkart for fast delivery and MiREAD MORE
"REDMI Note 13 Pro+ 5G (Fusion Purple, 256 GB)  (8 GB RAM)",4.3,...satisfied from the performance of mobile. The camera quality of mobile is dissent.READ MORE
"REDMI Note 13 Pro+ 5G (Fusion Purple, 256 GB)  (8 GB RAM)",4.3,"...Its camera quality is terrible, not even close to Samsung's 12 MP.READ MORE"
"REDMI Note 13 Pro+ 5G (Fusion Purple, 256 GB)  (8 GB RAM)",4.3,"...●One thing i noticed that i didn't like, main camera:200mp(good photos) and 3 cameras and front camera just 16mp(Bad photos). READ MORE"
"REDMI Note 13 Pro+ 5G (Fusion Purple, 256 GB)  (8 GB RAM)",4.3,...Camera quality is not good as compared to the camera of Moto edge 50 fusion.READ MORE
"REDMI Note 13 Pro+ 5G (Fusion Purple, 256 GB)  (8 GB RAM)",4.3,...The back camera quality is good but the rear camera quality is not that good as compared to the previous series.READ MORE
"REDMI Note 13 Pro+ 5G (Fusion Purple, 256 GB)  (8 GB RAM)",4.3,...2 :Camera is good but selfi and main camera is struggling in a low light conditions.READ MORE
"REDMI Note 13 Pro+ 5G (Fusion Purple, 256 GB)  (8 GB RAM)",4.3,...This phone is best Quality..Camera Picture Quality Perfect.READ MORE
"REDMI Note 13 Pro+ 5G (Fusion Purple, 256 GB)  (8 GB RAM)",4.3,...1.Camera quality is the worst. 2. Battery Drain quickly. 3. ChargingREAD MORE
"REDMI Note 13 Pro+ 5G (Fusion Purple, 256 GB)  (8 GB RAM)",4.3,...Best camera quality in redmi note series ever.Very fast charging.Fast fingerprint responseREAD MORE
"REDMI Note 13 Pro+ 5G (Fusion Purple, 256 GB)  (8 GB RAM)",4.3,...is ok have to give 32mp front camera Back camera is good in sunlight and bright  Areas not much in cloudy and dark areasREAD MORE
"REDMI Note 13 Pro+ 5G (Fusion Purple, 256 GB)  (8 GB RAM)",4.3,...The camera with the 200 mp sensor takes mediocre photos at best.READ MORE
"REDMI Note 13 Pro+ 5G (Fusion Purple, 256 GB)  (8 GB RAM)",4.3,"...CAMERA- Quality Is Not Good As Expected, Not A Good Experience With The Front Camera .READ MORE"
"REDMI Note 13 Pro+ 5G (Fusion Purple, 256 GB)  (8 GB RAM)",4.3,...It's too good  and camera quality is superbREAD MORE
"REDMI Note 13 Pro+ 5G (Fusion Purple, 256 GB)  (8 GB RAM)",4.3,"...Not impressed. Overy hyped phone, but didn't meet the expectations. Camera quality is not upto the mark, as they promise of 200 MPREAD MORE"
"REDMI Note 13 Pro+ 5G (Fusion Purple, 256 GB)  (8 GB RAM)",4.3,...7.200 mp rare camera 8. Good proccer dimensity 7200 ultra .      Really I LOVE THIS MOBILEREAD MORE
"REDMI Note 13 Pro+ 5G (Fusion Purple, 256 GB)  (8 GB RAM)",4.3,...display for watching movies with dolby atmosDisadvantages:Camera not upto expected.. Zoomin was not in good qualityBatteryREAD MORE
"REDMI Note 13 Pro+ 5G (Fusion Purple, 256 GB)  (8 GB RAM)",4.3,...gamers who play games for an hr or so.ConsCamera quality is fine.Dont expect anything wow.READ MORE
"REDMI Note 13 Pro+ 5G (Fusion Purple, 256 GB)  (8 GB RAM)",4.3,...Superb phone and camera quality. I like it.READ MORE
"REDMI Note 13 Pro+ 5G (Fusion Purple, 256 GB)  (8 GB RAM)",4.3,"...1. Camera Quality in Not 200MP, its poor than 48MP of Mi Note7Pro.READ MORE"
"REDMI Note 13 Pro+ 5G (Fusion Purple, 256 GB)  (8 GB RAM)",4.3,...Superb Phone and Amazing Camera quality.Thanks Flipkart for fast delivery and MiREAD MORE
"REDMI Note 13 Pro+ 5G (Fusion Purple, 256 GB)  (8 GB RAM)",4.3,...satisfied from the performance of mobile. The camera quality of mobile is dissent.READ MORE
"REDMI Note 13 Pro+ 5G (Fusion Purple, 256 GB)  (8 GB RAM)",4.3,"...Its camera quality is terrible, not even close to Samsung's 12 MP.READ MORE"
"REDMI Note 13 Pro+ 5G (Fusion Purple, 256 GB)  (8 GB RAM)",4.3,"...●One thing i noticed that i didn't like, main camera:200mp(good photos) and 3 cameras and front camera just 16mp(Bad photos). READ MORE"
"REDMI Note 13 Pro+ 5G (Fusion Purple, 256 GB)  (8 GB RAM)",4.3,...Camera quality is not good as compared to the camera of Moto edge 50 fusion.READ MORE
"REDMI Note 13 Pro+ 5G (Fusion Purple, 256 GB)  (8 GB RAM)",4.3,...The back camera quality is good but the rear camera quality is not that good as compared to the previous series.READ MORE
"REDMI Note 13 Pro+ 5G (Fusion Purple, 256 GB)  (8 GB RAM)",4.3,...2 :Camera is good but selfi and main camera is struggling in a low light conditions.READ MORE
"REDMI Note 13 Pro+ 5G (Fusion Purple, 256 GB)  (8 GB RAM)",4.3,...This phone is best Quality..Camera Picture Quality Perfect.READ MORE
"REDMI Note 13 Pro+ 5G (Fusion Purple, 256 GB)  (8 GB RAM)",4.3,...1.Camera quality is the worst. 2. Battery Drain quickly. 3. ChargingREAD MORE
"REDMI Note 13 Pro+ 5G (Fusion Purple, 256 GB)  (8 GB RAM)",4.3,...Best camera quality in redmi note series ever.Very fast charging.Fast fingerprint responseREAD MORE
"REDMI Note 13 Pro+ 5G (Fusion Purple, 256 GB)  (8 GB RAM)",4.3,...is ok have to give 32mp front camera Back camera is good in sunlight and bright  Areas not much in cloudy and dark areasREAD MORE
"REDMI Note 13 Pro+ 5G (Fusion Purple, 256 GB)  (8 GB RAM)",4.3,...The camera with the 200 mp sensor takes mediocre photos at best.READ MORE
"REDMI Note 13 Pro+ 5G (Fusion Purple, 256 GB)  (8 GB RAM)",4.3,"...CAMERA- Quality Is Not Good As Expected, Not A Good Experience With The Front Camera .READ MORE"
"REDMI Note 13 Pro+ 5G (Fusion Purple, 256 GB)  (8 GB RAM)",4.3,...It's too good  and camera quality is superbREAD MORE
"REDMI Note 13 Pro+ 5G (Fusion Purple, 256 GB)  (8 GB RAM)",4.3,"...Not impressed. Overy hyped phone, but didn't meet the expectations. Camera quality is not upto the mark, as they promise of 200 MPREAD MORE"
"REDMI Note 13 Pro+ 5G (Fusion Purple, 256 GB)  (8 GB RAM)",4.3,...7.200 mp rare camera 8. Good proccer dimensity 7200 ultra .      Really I LOVE THIS MOBILEREAD MORE
"REDMI Note 13 Pro+ 5G (Fusion Purple, 256 GB)  (8 GB RAM)",4.3,...display for watching movies with dolby atmosDisadvantages:Camera not upto expected.. Zoomin was not in good qualityBatteryREAD MORE
"REDMI Note 13 Pro+ 5G (Fusion Purple, 256 GB)  (8 GB RAM)",4.3,...gamers who play games for an hr or so.ConsCamera quality is fine.Dont expect anything wow.READ MORE
"REDMI Note 13 Pro+ 5G (Fusion Purple, 256 GB)  (8 GB RAM)",4.3,...Superb phone and camera quality. I like it.READ MORE
"REDMI Note 13 Pro+ 5G (Fusion Purple, 256 GB)  (8 GB RAM)",4.3,"...1. Camera Quality in Not 200MP, its poor than 48MP of Mi Note7Pro.READ MORE"
"REDMI Note 13 Pro+ 5G (Fusion Purple, 256 GB)  (8 GB RAM)",4.3,...Superb Phone and Amazing Camera quality.Thanks Flipkart for fast delivery and MiREAD MORE
"REDMI Note 13 Pro+ 5G (Fusion Purple, 256 GB)  (8 GB RAM)",4.3,...satisfied from the performance of mobile. The camera quality of mobile is dissent.READ MORE
"REDMI Note 13 Pro+ 5G (Fusion Purple, 256 GB)  (8 GB RAM)",4.3,"...Its camera quality is terrible, not even close to Samsung's 12 MP.READ MORE"
"REDMI Note 13 Pro+ 5G (Fusion Purple, 256 GB)  (8 GB RAM)",4.3,"...●One thing i noticed that i didn't like, main camera:200mp(good photos) and 3 cameras and front camera just 16mp(Bad photos). READ MORE"
"REDMI Note 13 Pro+ 5G (Fusion Purple, 256 GB)  (8 GB RAM)",4.3,...Camera quality is not good as compared to the camera of Moto edge 50 fusion.READ MORE
"REDMI Note 13 Pro+ 5G (Fusion Purple, 256 GB)  (8 GB RAM)",4.3,...The back camera quality is good but the rear camera quality is not that good as compared to the previous series.READ MORE
"REDMI Note 13 Pro+ 5G (Fusion Purple, 256 GB)  (8 GB RAM)",4.3,...2 :Camera is good but selfi and main camera is struggling in a low light conditions.READ MORE
"REDMI Note 13 Pro+ 5G (Fusion Purple, 256 GB)  (8 GB RAM)",4.3,...This phone is best Quality..Camera Picture Quality Perfect.READ MORE
"REDMI Note 13 Pro+ 5G (Fusion Purple, 256 GB)  (8 GB RAM)",4.3,...1.Camera quality is the worst. 2. Battery Drain quickly. 3. ChargingREAD MORE
"REDMI Note 13 Pro+ 5G (Fusion Purple, 256 GB)  (8 GB RAM)",4.3,...Best camera quality in redmi note series ever.Very fast charging.Fast fingerprint responseREAD MORE
"REDMI Note 13 Pro+ 5G (Fusion Purple, 256 GB)  (8 GB RAM)",4.3,...is ok have to give 32mp front camera Back camera is good in sunlight and bright  Areas not much in cloudy and dark areasREAD MORE
"REDMI Note 13 Pro+ 5G (Fusion Purple, 256 GB)  (8 GB RAM)",4.3,...The camera with the 200 mp sensor takes mediocre photos at best.READ MORE
"REDMI Note 13 Pro+ 5G (Fusion Purple, 256 GB)  (8 GB RAM)",4.3,"...CAMERA- Quality Is Not Good As Expected, Not A Good Experience With The Front Camera .READ MORE"
"REDMI Note 13 Pro+ 5G (Fusion Purple, 256 GB)  (8 GB RAM)",4.3,...It's too good  and camera quality is superbREAD MORE
"REDMI Note 13 Pro+ 5G (Fusion Purple, 256 GB)  (8 GB RAM)",4.3,"...Not impressed. Overy hyped phone, but didn't meet the expectations. Camera quality is not upto the mark, as they promise of 200 MPREAD MORE"
"REDMI Note 13 Pro+ 5G (Fusion Purple, 256 GB)  (8 GB RAM)",4.3,...7.200 mp rare camera 8. Good proccer dimensity 7200 ultra .      Really I LOVE THIS MOBILEREAD MORE
"REDMI Note 13 Pro+ 5G (Fusion Purple, 256 GB)  (8 GB RAM)",4.3,...display for watching movies with dolby atmosDisadvantages:Camera not upto expected.. Zoomin was not in good qualityBatteryREAD MORE
"REDMI Note 13 Pro+ 5G (Fusion Purple, 256 GB)  (8 GB RAM)",4.3,...gamers who play games for an hr or so.ConsCamera quality is fine.Dont expect anything wow.READ MORE
"REDMI Note 13 Pro+ 5G (Fusion Purple, 256 GB)  (8 GB RAM)",4.3,...Superb phone and camera quality. I like it.READ MORE
"REDMI Note 13 Pro+ 5G (Fusion Purple, 256 GB)  (8 GB RAM)",4.3,"...1. Camera Quality in Not 200MP, its poor than 48MP of Mi Note7Pro.READ MORE"
"REDMI Note 13 Pro+ 5G (Fusion Purple, 256 GB)  (8 GB RAM)",4.3,...Superb Phone and Amazing Camera quality.Thanks Flipkart for fast delivery and MiREAD MORE
"REDMI Note 13 Pro+ 5G (Fusion Purple, 256 GB)  (8 GB RAM)",4.3,...satisfied from the performance of mobile. The camera quality of mobile is dissent.READ MORE
"REDMI Note 13 Pro+ 5G (Fusion Purple, 256 GB)  (8 GB RAM)",4.3,"...Its camera quality is terrible, not even close to Samsung's 12 MP.READ MORE"
"REDMI Note 13 Pro+ 5G (Fusion Purple, 256 GB)  (8 GB RAM)",4.3,"...●One thing i noticed that i didn't like, main camera:200mp(good photos) and 3 cameras and front camera just 16mp(Bad photos). READ MORE"
"REDMI Note 13 Pro+ 5G (Fusion Purple, 256 GB)  (8 GB RAM)",4.3,...Camera quality is not good as compared to the camera of Moto edge 50 fusion.READ MORE
"REDMI Note 13 Pro+ 5G (Fusion Purple, 256 GB)  (8 GB RAM)",4.3,...The back camera quality is good but the rear camera quality is not that good as compared to the previous series.READ MORE
"REDMI Note 13 Pro+ 5G (Fusion Purple, 256 GB)  (8 GB RAM)",4.3,...2 :Camera is good but selfi and main camera is struggling in a low light conditions.READ MORE
"REDMI Note 13 Pro+ 5G (Fusion Purple, 256 GB)  (8 GB RAM)",4.3,...This phone is best Quality..Camera Picture Quality Perfect.READ MORE
"REDMI Note 13 Pro+ 5G (Fusion Purple, 256 GB)  (8 GB RAM)",4.3,...1.Camera quality is the worst. 2. Battery Drain quickly. 3. ChargingREAD MORE
"REDMI Note 13 Pro+ 5G (Fusion Purple, 256 GB)  (8 GB RAM)",4.3,...Best camera quality in redmi note series ever.Very fast charging.Fast fingerprint responseREAD MORE
"REDMI Note 13 Pro+ 5G (Fusion Purple, 256 GB)  (8 GB RAM)",4.3,...is ok have to give 32mp front camera Back camera is good in sunlight and bright  Areas not much in cloudy and dark areasREAD MORE
"REDMI Note 13 Pro+ 5G (Fusion Purple, 256 GB)  (8 GB RAM)",4.3,...The camera with the 200 mp sensor takes mediocre photos at best.READ MORE
"REDMI Note 13 Pro+ 5G (Fusion Purple, 256 GB)  (8 GB RAM)",4.3,"...CAMERA- Quality Is Not Good As Expected, Not A Good Experience With The Front Camera .READ MORE"
"REDMI Note 13 Pro+ 5G (Fusion Purple, 256 GB)  (8 GB RAM)",4.3,...It's too good  and camera quality is superbREAD MORE
"realme P1 5G (Phoenix Red, 128 GB)  (6 GB RAM)",4.4,...Front camera not good as aspect. Rear camera is decent.READ MORE
"realme P1 5G (Phoenix Red, 128 GB)  (6 GB RAM)",4.4,"...The camera quality is average, good enough for casual shots but not exceptional in low light.READ MORE"
"realme P1 5G (Phoenix Red, 128 GB)  (6 GB RAM)",4.4,...Camera quality is average but it changes the skin tone that is the worst part of the cameraREAD MORE
"realme P1 5G (Phoenix Red, 128 GB)  (6 GB RAM)",4.4,...Realme P1 is a above average phone 1.Camera setup is not looking good and the photos and videos quality is just average.READ MORE
"realme P1 5G (Phoenix Red, 128 GB)  (6 GB RAM)",4.4,...The camera on this phone captures moments with such clarity n perfectionREAD MORE
"realme P1 5G (Phoenix Red, 128 GB)  (6 GB RAM)",4.4,...phone is very good in this price range.The camera quality is awesome.AMOLED display comes with in-display fingerprint!READ MORE
"realme P1 5G (Phoenix Red, 128 GB)  (6 GB RAM)",4.4,...All over is ok but !camera quality is not improved. Overall is balance ⚖️ phoneREAD MORE
"realme P1 5G (Phoenix Red, 128 GB)  (6 GB RAM)",4.4,...After using 4months I review this phone.camera quality awesome.value for money.i am happy with this mobileREAD MORE
"realme P1 5G (Phoenix Red, 128 GB)  (6 GB RAM)",4.4,...this budget.. super performance phone. Camera quality awesome.. battery is above average.. 4/5 for batteryREAD MORE
"realme P1 5G (Phoenix Red, 128 GB)  (6 GB RAM)",4.4,...Display so good Camera quality awesome Sound quality stereo speaker properPerformanceREAD MORE
"realme 12x 5G (Coral Red, 128 GB)  (6 GB RAM)",No Rating,...The phone is good but the camera quality can improve..Heating issue in phone and battery drainREAD MORE
"realme 12x 5G (Coral Red, 128 GB)  (6 GB RAM)",No Rating,...Camera quality and all normal.. Okay for this costREAD MORE
"realme 12x 5G (Coral Red, 128 GB)  (6 GB RAM)",No Rating,...Cons-:1.Camera 5/102.Air gesture missingREAD MORE
"realme 12x 5G (Coral Red, 128 GB)  (6 GB RAM)",No Rating,...Camera quality I feel is lesser than Realme 11x..And App clone allows max 2 apps to be clonedREAD MORE
"realme 12x 5G (Coral Red, 128 GB)  (6 GB RAM)",No Rating,...Camera quality is awesomePerformance is goodBattery 🔋 is goodOveralREAD MORE
"realme 12x 5G (Coral Red, 128 GB)  (6 GB RAM)",No Rating,...gaming I have no idea. Speakers loud.Camera average but okk in this segment.Battery backup upto 5-6.5 hrs in heavy toREAD MORE
"realme 12x 5G (Coral Red, 128 GB)  (6 GB RAM)",No Rating,"...Mobile is very nice but camera is very bad quality,, 50 mp camera seems like 5 mp.READ MORE"
"realme 12x 5G (Coral Red, 128 GB)  (6 GB RAM)",No Rating,"...The camera system captures crisp photos and videos, allowing users to document their moments with clarity.READ MORE"
"realme 12x 5G (Coral Red, 128 GB)  (6 GB RAM)",No Rating,"...Camera quality is poor, must be better rear camera quality.READ MORE"
"realme 12x 5G (Coral Red, 128 GB)  (6 GB RAM)",No Rating,"...Camera quality is not good, mobile is okREAD MORE"
"realme 12x 5G (Coral Red, 128 GB)  (6 GB RAM)",No Rating,...mobile butBattery performance very bad Camera quality average I suggest you motog34READ MORE
"realme 12x 5G (Coral Red, 128 GB)  (6 GB RAM)",No Rating,...Absolutely very nicee phone I had received under 14 k with 6/128gb back camera clearity is very nice front camera is also good .READ MORE
"realme 12x 5G (Coral Red, 128 GB)  (6 GB RAM)",No Rating,...Love the camera quality and no latencyREAD MORE
"realme 12x 5G (Coral Red, 128 GB)  (6 GB RAM)",No Rating,...Superb camera quality. just awesome.READ MORE
"realme 12x 5G (Coral Red, 128 GB)  (6 GB RAM)",No Rating,... musicNegatives:1. Display not AMOLED2. Camera quality is slightly poor3. Volume button should be on the left sidREAD MORE
"realme 12x 5G (Coral Red, 128 GB)  (6 GB RAM)",No Rating,...Best phone under budget Camera quality is decentBattery life and charging speed is next levelREAD MORE
"realme 12x 5G (Coral Red, 128 GB)  (6 GB RAM)",No Rating,...Where is air Gestures modeAnd camera quality is very lowMany features are not available And batteryREAD MORE
"realme 12x 5G (Coral Red, 128 GB)  (6 GB RAM)",No Rating,...Great phone at this price Little disadvantage in camera Rest of all is GoodREAD MORE
"realme 12x 5G (Coral Red, 128 GB)  (6 GB RAM)",No Rating,...Camera quality bestBattery backup achhaREAD MORE
"realme 12x 5G (Coral Red, 128 GB)  (6 GB RAM)",No Rating,...Cemera quality is not good realme 11x 5g camera quality was better.READ MORE
"realme 12x 5G (Coral Red, 128 GB)  (6 GB RAM)",No Rating,...The phone is good but the camera quality can improve..Heating issue in phone and battery drainREAD MORE
"realme 12x 5G (Coral Red, 128 GB)  (6 GB RAM)",No Rating,...Camera quality and all normal.. Okay for this costREAD MORE
"realme 12x 5G (Coral Red, 128 GB)  (6 GB RAM)",No Rating,...Cons-:1.Camera 5/102.Air gesture missingREAD MORE
"realme 12x 5G (Coral Red, 128 GB)  (6 GB RAM)",No Rating,...Camera quality I feel is lesser than Realme 11x..And App clone allows max 2 apps to be clonedREAD MORE
"realme 12x 5G (Coral Red, 128 GB)  (6 GB RAM)",No Rating,...Camera quality is awesomePerformance is goodBattery 🔋 is goodOveralREAD MORE
"realme 12x 5G (Coral Red, 128 GB)  (6 GB RAM)",No Rating,...gaming I have no idea. Speakers loud.Camera average but okk in this segment.Battery backup upto 5-6.5 hrs in heavy toREAD MORE
"realme 12x 5G (Coral Red, 128 GB)  (6 GB RAM)",No Rating,"...Mobile is very nice but camera is very bad quality,, 50 mp camera seems like 5 mp.READ MORE"
"realme 12x 5G (Coral Red, 128 GB)  (6 GB RAM)",No Rating,"...The camera system captures crisp photos and videos, allowing users to document their moments with clarity.READ MORE"
"realme 12x 5G (Coral Red, 128 GB)  (6 GB RAM)",No Rating,"...Camera quality is poor, must be better rear camera quality.READ MORE"
"realme 12x 5G (Coral Red, 128 GB)  (6 GB RAM)",No Rating,"...Camera quality is not good, mobile is okREAD MORE"
"realme 12x 5G (Coral Red, 128 GB)  (6 GB RAM)",No Rating,...mobile butBattery performance very bad Camera quality average I suggest you motog34READ MORE
"realme 12x 5G (Coral Red, 128 GB)  (6 GB RAM)",No Rating,...Absolutely very nicee phone I had received under 14 k with 6/128gb back camera clearity is very nice front camera is also good .READ MORE
"realme 12x 5G (Coral Red, 128 GB)  (6 GB RAM)",No Rating,...Love the camera quality and no latencyREAD MORE
"realme 12x 5G (Coral Red, 128 GB)  (6 GB RAM)",No Rating,...Superb camera quality. just awesome.READ MORE
"realme 12x 5G (Coral Red, 128 GB)  (6 GB RAM)",No Rating,... musicNegatives:1. Display not AMOLED2. Camera quality is slightly poor3. Volume button should be on the left sidREAD MORE
"realme 12x 5G (Coral Red, 128 GB)  (6 GB RAM)",No Rating,...Best phone under budget Camera quality is decentBattery life and charging speed is next levelREAD MORE
"realme 12x 5G (Coral Red, 128 GB)  (6 GB RAM)",No Rating,...Where is air Gestures modeAnd camera quality is very lowMany features are not available And batteryREAD MORE
"realme 12x 5G (Coral Red, 128 GB)  (6 GB RAM)",No Rating,...Great phone at this price Little disadvantage in camera Rest of all is GoodREAD MORE
"realme 12x 5G (Coral Red, 128 GB)  (6 GB RAM)",No Rating,...Camera quality bestBattery backup achhaREAD MORE
"realme 12x 5G (Coral Red, 128 GB)  (6 GB RAM)",No Rating,...Cemera quality is not good realme 11x 5g camera quality was better.READ MORE
"realme 12x 5G (Coral Red, 128 GB)  (6 GB RAM)",No Rating,...The phone is good but the camera quality can improve..Heating issue in phone and battery drainREAD MORE
"realme 12x 5G (Coral Red, 128 GB)  (6 GB RAM)",No Rating,...Camera quality and all normal.. Okay for this costREAD MORE
"realme 12x 5G (Coral Red, 128 GB)  (6 GB RAM)",No Rating,...Cons-:1.Camera 5/102.Air gesture missingREAD MORE
"realme 12x 5G (Coral Red, 128 GB)  (6 GB RAM)",No Rating,...Camera quality I feel is lesser than Realme 11x..And App clone allows max 2 apps to be clonedREAD MORE
"realme 12x 5G (Coral Red, 128 GB)  (6 GB RAM)",No Rating,...Camera quality is awesomePerformance is goodBattery 🔋 is goodOveralREAD MORE
"realme 12x 5G (Coral Red, 128 GB)  (6 GB RAM)",No Rating,...gaming I have no idea. Speakers loud.Camera average but okk in this segment.Battery backup upto 5-6.5 hrs in heavy toREAD MORE
"realme 12x 5G (Coral Red, 128 GB)  (6 GB RAM)",No Rating,"...Mobile is very nice but camera is very bad quality,, 50 mp camera seems like 5 mp.READ MORE"
"realme 12x 5G (Coral Red, 128 GB)  (6 GB RAM)",No Rating,"...The camera system captures crisp photos and videos, allowing users to document their moments with clarity.READ MORE"
"realme 12x 5G (Coral Red, 128 GB)  (6 GB RAM)",No Rating,"...Camera quality is poor, must be better rear camera quality.READ MORE"
"realme 12x 5G (Coral Red, 128 GB)  (6 GB RAM)",No Rating,"...Camera quality is not good, mobile is okREAD MORE"
"realme 12x 5G (Coral Red, 128 GB)  (6 GB RAM)",No Rating,...mobile butBattery performance very bad Camera quality average I suggest you motog34READ MORE
"realme 12x 5G (Coral Red, 128 GB)  (6 GB RAM)",No Rating,...Absolutely very nicee phone I had received under 14 k with 6/128gb back camera clearity is very nice front camera is also good .READ MORE
"realme 12x 5G (Coral Red, 128 GB)  (6 GB RAM)",No Rating,...Love the camera quality and no latencyREAD MORE
"realme 12x 5G (Coral Red, 128 GB)  (6 GB RAM)",No Rating,...Superb camera quality. just awesome.READ MORE
"realme 12x 5G (Coral Red, 128 GB)  (6 GB RAM)",No Rating,... musicNegatives:1. Display not AMOLED2. Camera quality is slightly poor3. Volume button should be on the left sidREAD MORE
"realme 12x 5G (Coral Red, 128 GB)  (6 GB RAM)",No Rating,...Best phone under budget Camera quality is decentBattery life and charging speed is next levelREAD MORE
"realme 12x 5G (Coral Red, 128 GB)  (6 GB RAM)",No Rating,...Where is air Gestures modeAnd camera quality is very lowMany features are not available And batteryREAD MORE
"realme 12x 5G (Coral Red, 128 GB)  (6 GB RAM)",No Rating,...Great phone at this price Little disadvantage in camera Rest of all is GoodREAD MORE
"realme 12x 5G (Coral Red, 128 GB)  (6 GB RAM)",No Rating,...Camera quality bestBattery backup achhaREAD MORE
"realme 12x 5G (Coral Red, 128 GB)  (6 GB RAM)",No Rating,...Cemera quality is not good realme 11x 5g camera quality was better.READ MORE
"realme 12x 5G (Coral Red, 128 GB)  (6 GB RAM)",No Rating,...The phone is good but the camera quality can improve..Heating issue in phone and battery drainREAD MORE
"realme 12x 5G (Coral Red, 128 GB)  (6 GB RAM)",No Rating,...Camera quality and all normal.. Okay for this costREAD MORE
"realme 12x 5G (Coral Red, 128 GB)  (6 GB RAM)",No Rating,...Cons-:1.Camera 5/102.Air gesture missingREAD MORE
"realme 12x 5G (Coral Red, 128 GB)  (6 GB RAM)",No Rating,...Camera quality I feel is lesser than Realme 11x..And App clone allows max 2 apps to be clonedREAD MORE
"realme 12x 5G (Coral Red, 128 GB)  (6 GB RAM)",No Rating,...Camera quality is awesomePerformance is goodBattery 🔋 is goodOveralREAD MORE
"realme 12x 5G (Coral Red, 128 GB)  (6 GB RAM)",No Rating,...gaming I have no idea. Speakers loud.Camera average but okk in this segment.Battery backup upto 5-6.5 hrs in heavy toREAD MORE
"realme 12x 5G (Coral Red, 128 GB)  (6 GB RAM)",No Rating,"...Mobile is very nice but camera is very bad quality,, 50 mp camera seems like 5 mp.READ MORE"
"realme 12x 5G (Coral Red, 128 GB)  (6 GB RAM)",No Rating,"...The camera system captures crisp photos and videos, allowing users to document their moments with clarity.READ MORE"
"realme 12x 5G (Coral Red, 128 GB)  (6 GB RAM)",No Rating,"...Camera quality is poor, must be better rear camera quality.READ MORE"
"realme 12x 5G (Coral Red, 128 GB)  (6 GB RAM)",No Rating,"...Camera quality is not good, mobile is okREAD MORE"
"realme 12x 5G (Coral Red, 128 GB)  (6 GB RAM)",No Rating,...mobile butBattery performance very bad Camera quality average I suggest you motog34READ MORE
"realme 12x 5G (Coral Red, 128 GB)  (6 GB RAM)",No Rating,...Absolutely very nicee phone I had received under 14 k with 6/128gb back camera clearity is very nice front camera is also good .READ MORE
"realme 12x 5G (Coral Red, 128 GB)  (6 GB RAM)",No Rating,...Love the camera quality and no latencyREAD MORE
"realme 12x 5G (Coral Red, 128 GB)  (6 GB RAM)",No Rating,...Superb camera quality. just awesome.READ MORE
"realme 12x 5G (Coral Red, 128 GB)  (6 GB RAM)",No Rating,... musicNegatives:1. Display not AMOLED2. Camera quality is slightly poor3. Volume button should be on the left sidREAD MORE
"realme 12x 5G (Coral Red, 128 GB)  (6 GB RAM)",No Rating,...Best phone under budget Camera quality is decentBattery life and charging speed is next levelREAD MORE
"realme 12x 5G (Coral Red, 128 GB)  (6 GB RAM)",No Rating,...Where is air Gestures modeAnd camera quality is very lowMany features are not available And batteryREAD MORE
"realme 12x 5G (Coral Red, 128 GB)  (6 GB RAM)",No Rating,...Great phone at this price Little disadvantage in camera Rest of all is GoodREAD MORE
"realme 12x 5G (Coral Red, 128 GB)  (6 GB RAM)",No Rating,...Camera quality bestBattery backup achhaREAD MORE
"realme 12x 5G (Coral Red, 128 GB)  (6 GB RAM)",No Rating,...Cemera quality is not good realme 11x 5g camera quality was better.READ MORE
"vivo T3 Ultra (Lunar Gray, 128 GB)  (8 GB RAM)",4.5,...The phone has all the best specs and the camera quality is very good.READ MORE
"vivo T3 Ultra (Lunar Gray, 128 GB)  (8 GB RAM)",4.5,"...And the camera of the phone is very cool, specially its portraitREAD MORE"
"vivo T3 Ultra (Lunar Gray, 128 GB)  (8 GB RAM)",4.5,"...The 50MP main camera delivers sharp, stabilized shots, complemented by AI features, while the 50MP front camera is great for selfies.READ MORE"
"vivo T3 Ultra (Lunar Gray, 128 GB)  (8 GB RAM)",4.5,...Iam very much disappointed for the camera performance.. No details in photo. Display good. SomeREAD MORE
"vivo T3 Ultra (Lunar Gray, 128 GB)  (8 GB RAM)",4.5,...Camera Quality is AwesomeProceccer top qualityBattery is good 👍JusREAD MORE
"vivo T3 Ultra (Lunar Gray, 128 GB)  (8 GB RAM)",4.5,"...The camera is very clear and takes good images, but it should have more zoom with clear vision.READ MORE"
"vivo T3 Ultra (Lunar Gray, 128 GB)  (8 GB RAM)",4.5,"...Very good mobile , Camera also very good and capture Quality photoREAD MORE"
